137,7.333333333333333,3,markuspm,0.0
137,7.333333333333333,3,tmdb39513728,0.0
137,7.333333333333333,3,Kamurai,9.0
137,7.333333333333333,3,Wuchak,6.0
141,7.333333333333333,3,tanty,7.0
141,7.333333333333333,3,Wuchak,6.0
141,7.333333333333333,3,repojack,9.0
153,8.666666666666666,3,J4stringthang,0.0
153,8.666666666666666,3,Wuchak,9.0
153,8.666666666666666,3,JPV852,10.0
153,8.666666666666666,3,narrator56,7.0
155,8.6,5,tricksy,0.0
155,8.6,5,talisencrw,10.0
155,8.6,5,erickprieto,0.0
155,8.6,5,moubledian,0.0
155,8.6,5,tmdb22590444,10.0
155,8.6,5,tmdb79614358,10.0
155,8.6,5,EDSR,3.0
155,8.6,5,AstroNoud,10.0
169,6.0,3,John Chard,8.0
169,6.0,3,Ruuz,5.0
169,6.0,3,Geronimo1967,5.0
170,8.25,4,perelachaise,7.0
170,8.25,4,John Chard,9.0
170,8.25,4,Ruuz,8.0
170,8.25,4,repojack,9.0
196,7.333333333333333,3,John Chard,7.0
196,7.333333333333333,3,JPV852,8.0
196,7.333333333333333,3,Geronimo1967,7.0
213,8.0,4,DanDare,7.0
213,8.0,4,tmdb47633491,9.0
213,8.0,4,John Chard,10.0
213,8.0,4,Wuchak,6.0
218,8.5,4,John Chard,9.0
218,8.5,4,OhJodieBaby,10.0
218,8.5,4,Ruuz,9.0
218,8.5,4,Kamurai,6.0
223,9.0,4,tanty,8.0
223,9.0,4,CharlesTheBold,0.0
223,9.0,4,waltzma,10.0
223,9.0,4,John Chard,10.0
223,9.0,4,Geronimo1967,8.0
268,6.5,4,John Chard,8.0
268,6.5,4,KingStradivarius,4.0
268,6.5,4,JakeWarren,10.0
268,6.5,4,Wuchak,4.0
272,7.5,4,John Chard,9.0
272,7.5,4,mollzz,4.0
272,7.5,4,NoxiousScythe,8.0
272,7.5,4,AstroNoud,9.0
278,9.0,5,elshaarawy,9.0
278,9.0,5,John Chard,10.0
278,9.0,5,tmdb73913433,6.0
278,9.0,5,thommo_nz,10.0
278,9.0,5,AndrewGentry,0.0
278,9.0,5,matthewdixon,0.0
278,9.0,5,JPV852,10.0
280,9.0,3,zag2me,10.0
280,9.0,3,Ruuz,9.0
280,9.0,3,Kamurai,8.0
288,9.0,3,Otokichi786,8.0
288,9.0,3,John Chard,10.0
288,9.0,3,narrator56,9.0
289,9.0,3,barrymost,9.0
289,9.0,3,John Chard,10.0
289,9.0,3,Geronimo1967,8.0
296,5.0,3,DRDMovieMusings,7.0
296,5.0,3,Ruuz,3.0
296,5.0,3,Geronimo1967,5.0
319,7.375,4,John Chard,9.0
319,7.375,4,reksp13,8.5
319,7.375,4,tmdb27219454,6.0
319,7.375,4,Wuchak,6.0
320,8.0,3,talisencrw,9.0
320,8.0,3,Ruuz,6.0
320,8.0,3,John Chard,9.0
322,8.666666666666666,3,Wuchak,9.0
322,8.666666666666666,3,themoviediorama,8.0
322,8.666666666666666,3,r96sk,9.0
329,9.1,5,BinaryCrunch,8.5
329,9.1,5,Ruuz,8.0
329,9.1,5,moovies,9.0
329,9.1,5,nsinger99,10.0
329,9.1,5,msbreviews,10.0
348,9.0,4,Otokichi786,8.0
348,9.0,4,John Chard,10.0
348,9.0,4,repojack,10.0
348,9.0,4,r96sk,8.0
389,9.5,4,tanty,10.0
389,9.5,4,John Chard,9.0
389,9.5,4,barrymost,10.0
389,9.5,4,AstroNoud,9.0
395,5.333333333333333,3,John Chard,5.0
395,5.333333333333333,3,Ruuz,6.0
395,5.333333333333333,3,Geronimo1967,5.0
426,6.666666666666667,3,Eky,0.0
426,6.666666666666667,3,tmdb47633491,4.0
426,6.666666666666667,3,barrymost,8.0
426,6.666666666666667,3,JPV852,8.0
429,8.666666666666666,6,John Chard,9.0
429,8.666666666666666,6,CRCulver,7.0
429,8.666666666666666,6,narrator56,10.0
429,8.666666666666666,6,DrewBlack,10.0
429,8.666666666666666,6,JPV852,8.0
429,8.666666666666666,6,r96sk,8.0
440,2.5,3,John Chard,0.5
440,2.5,3,Ruuz,3.0
440,2.5,3,Geronimo1967,4.0
510,8.333333333333334,3,Charles Dance,8.0
510,8.333333333333334,3,Wuchak,9.0
510,8.333333333333334,3,wizzardss,8.0
521,8.4,5,talisencrw,10.0
521,8.4,5,John Chard,8.0
521,8.4,5,barrymost,7.0
521,8.4,5,brightonguy,8.0
521,8.4,5,katch22,9.0
534,6.25,4,Anton2k,0.0
534,6.25,4,hagrid49,7.0
534,6.25,4,OhJodieBaby,6.0
534,6.25,4,Ruuz,6.0
534,6.25,4,Wuchak,6.0
539,8.6,5,Ruuz,7.0
539,8.6,5,Wuchak,9.0
539,8.6,5,tmdb56937092,10.0
539,8.6,5,JPV852,9.0
539,8.6,5,Geronimo1967,8.0
550,7.833333333333333,6,Goddard,0.0
550,7.833333333333333,6,SneekyNuts,9.0
550,7.833333333333333,6,msbreviews,8.0
550,7.833333333333333,6,r96sk,7.0
550,7.833333333333333,6,rsanek,9.0
550,7.833333333333333,6,Wuchak,6.0
550,7.833333333333333,6,katch22,8.0
562,9.0,5,doktorkraesch,10.0
562,9.0,5,talisencrw,10.0
562,9.0,5,Ruuz,8.0
562,9.0,5,Wuchak,7.0
562,9.0,5,John Chard,10.0
563,7.333333333333333,3,Ruuz,8.0
563,7.333333333333333,3,Zamomin,8.0
563,7.333333333333333,3,Kamurai,6.0
564,7.666666666666667,3,Ruuz,7.0
564,7.666666666666667,3,John Chard,8.0
564,7.666666666666667,3,Wuchak,8.0
567,9.0,3,CharlesTheBold,0.0
567,9.0,3,John Chard,10.0
567,9.0,3,JPV852,9.0
567,9.0,3,Geronimo1967,8.0
578,9.0,5,John Chard,10.0
578,9.0,5,CatEllington,0.0
578,9.0,5,in_the_crease,10.0
578,9.0,5,JPV852,8.0
578,9.0,5,r96sk,9.0
578,9.0,5,Geronimo1967,8.0
579,7.2,5,IanBeale,10.0
579,7.2,5,JPV852,7.0
579,7.2,5,quasar1967,8.0
579,7.2,5,r96sk,6.0
579,7.2,5,Geronimo1967,5.0
580,4.333333333333333,3,Potential Kermode,4.0
580,4.333333333333333,3,r96sk,5.0
580,4.333333333333333,3,Geronimo1967,4.0
594,7.0,3,SierraKiloBravo,6.0
594,7.0,3,Kamurai,9.0
594,7.0,3,narrator56,6.0
600,7.333333333333333,3,IanBeale,6.0
600,7.333333333333333,3,CRCulver,9.0
600,7.333333333333333,3,John Chard,7.0
603,9.833333333333334,3,GeekMasher,9.5
603,9.833333333333334,3,NeoBrowser,10.0
603,9.833333333333334,3,StbMDB,10.0
603,9.833333333333334,3,tmdb44006625,0.0
603,9.833333333333334,3,Wuchak,0.0
607,6.333333333333333,3,Ruuz,6.0
607,6.333333333333333,3,Wuchak,6.0
607,6.333333333333333,3,Kamurai,7.0
608,5.666666666666667,3,dgood826,0.0
608,5.666666666666667,3,Ruuz,5.0
608,5.666666666666667,3,Wuchak,6.0
608,5.666666666666667,3,Kamurai,6.0
609,7.5,4,Steve Freeling,10.0
609,7.5,4,John Chard,5.0
609,7.5,4,MaxTyrone,5.0
609,7.5,4,RLTMovieReview,10.0
630,9.333333333333334,3,John Chard,10.0
630,9.333333333333334,3,CatEllington,0.0
630,9.333333333333334,3,kdumers,10.0
630,9.333333333333334,3,Geronimo1967,8.0
641,8.333333333333334,3,John Chard,9.0
641,8.333333333333334,3,JPV852,9.0
641,8.333333333333334,3,corrcorr,7.0
646,8.333333333333334,3,talisencrw,9.0
646,8.333333333333334,3,John Chard,8.0
646,8.333333333333334,3,Wuchak,8.0
658,8.333333333333334,3,Potential Kermode,8.0
658,8.333333333333334,3,John Chard,9.0
658,8.333333333333334,3,Wuchak,8.0
660,8.333333333333334,3,John Chard,7.0
660,8.333333333333334,3,narrator56,10.0
660,8.333333333333334,3,Wuchak,8.0
668,7.0,5,OzDrDj,7.0
668,7.0,5,Datapotomus,4.0
668,7.0,5,John Chard,10.0
668,7.0,5,JPV852,7.0
668,7.0,5,Wuchak,7.0
679,7.5,7,BinaryCrunch,8.5
679,7.5,7,Otokichi786,8.0
679,7.5,7,Charles Dance,4.0
679,7.5,7,John Chard,10.0
679,7.5,7,AmazoniaNOTAmazon,4.0
679,7.5,7,repojack,10.0
679,7.5,7,r96sk,8.0
680,8.666666666666666,3,Wuchak,9.0
680,8.666666666666666,3,erick_cabral,10.0
680,8.666666666666666,3,Geronimo1967,7.0
682,7.5,4,tmdb18359958,9.0
682,7.5,4,Wuchak,7.0
682,7.5,4,John Chard,7.0
682,7.5,4,Geronimo1967,7.0
691,7.666666666666667,3,Wuchak,8.0
691,7.666666666666667,3,John Chard,9.0
691,7.666666666666667,3,Geronimo1967,6.0
694,9.0,6,tanty,10.0
694,9.0,6,John Chard,8.0
694,9.0,6,JPV852,8.0
694,9.0,6,msbreviews,10.0
694,9.0,6,repojack,9.0
694,9.0,6,repojack,9.0
698,7.666666666666667,3,tmdb18359958,9.0
698,7.666666666666667,3,Wuchak,8.0
698,7.666666666666667,3,Geronimo1967,6.0
709,6.666666666666667,3,John Chard,8.0
709,6.666666666666667,3,Wuchak,6.0
709,6.666666666666667,3,Geronimo1967,6.0
745,8.666666666666666,3,John Chard,10.0
745,8.666666666666666,3,Wuchak,7.0
745,8.666666666666666,3,AstroNoud,9.0
765,7.666666666666667,3,John Chard,8.0
765,7.666666666666667,3,Wuchak,6.0
765,7.666666666666667,3,tmdb40011370,9.0
767,6.0,3,John Chard,6.0
767,6.0,3,John Chard,6.0
767,6.0,3,Ruuz,6.0
768,7.5,4,Dark Jedi,7.0
768,7.5,4,talisencrw,8.0
768,7.5,4,Wuchak,7.0
768,7.5,4,Kamurai,8.0
786,8.333333333333334,3,John Chard,9.0
786,8.333333333333334,3,JPV852,9.0
786,8.333333333333334,3,Wuchak,7.0
787,6.0,3,themoviediorama,6.0
787,6.0,3,RMoore35,5.0
787,6.0,3,JPV852,7.0
791,2.8333333333333335,3,John Chard,1.5
791,2.8333333333333335,3,Ruuz,2.0
791,2.8333333333333335,3,r96sk,5.0
807,10.0,3,John Chard,10.0
807,10.0,3,repojack,10.0
807,10.0,3,msbreviews,10.0
814,9.0,3,Potential Kermode,10.0
814,9.0,3,MatthewL.Brady,9.0
814,9.0,3,Peter89Spencer,8.0
861,7.666666666666667,3,Ruuz,8.0
861,7.666666666666667,3,John Chard,8.0
861,7.666666666666667,3,Geronimo1967,7.0
862,8.5,4,Ruuz,8.0
862,8.5,4,JPV852,9.0
862,8.5,4,r96sk,10.0
862,8.5,4,Geronimo1967,7.0
863,7.666666666666667,3,Ruuz,6.0
863,7.666666666666667,3,r96sk,10.0
863,7.666666666666667,3,Geronimo1967,7.0
871,9.25,4,tmdb29300086,0.0
871,9.25,4,John Chard,10.0
871,9.25,4,nutshell,10.0
871,9.25,4,DanDare,9.0
871,9.25,4,r96sk,8.0
872,8.333333333333334,3,tanty,10.0
872,8.333333333333334,3,John Chard,10.0
872,8.333333333333334,3,r96sk,5.0
923,8.333333333333334,3,talisencrw,9.0
923,8.333333333333334,3,Wuchak,8.0
923,8.333333333333334,3,JPV852,8.0
927,6.333333333333333,3,mizjmarie,5.0
927,6.333333333333333,3,Wuchak,6.0
927,6.333333333333333,3,Peter89Spencer,8.0
954,5.333333333333333,3,Ruuz,4.0
954,5.333333333333333,3,Dark Jedi,6.0
954,5.333333333333333,3,Wuchak,6.0
955,3.3333333333333335,3,Dark Jedi,5.0
955,3.3333333333333335,3,Ruuz,3.0
955,3.3333333333333335,3,aardwark69,2.0
963,8.5,4,barrymost,10.0
963,8.5,4,John Chard,10.0
963,8.5,4,narrator56,7.0
963,8.5,4,Geronimo1967,7.0
984,8.25,4,John Chard,9.0
984,8.25,4,tanty,6.0
984,8.25,4,talisencrw,10.0
984,8.25,4,r96sk,8.0
996,9.2,5,talisencrw,10.0
996,9.2,5,John Chard,10.0
996,9.2,5,dogstir,10.0
996,9.2,5,JPV852,9.0
996,9.2,5,Geronimo1967,7.0
1091,8.25,4,John Chard,10.0
1091,8.25,4,fenicka,6.0
1091,8.25,4,Wuchak,7.0
1091,8.25,4,DrewBlack,10.0
1271,5.333333333333333,3,CRCulver,3.0
1271,5.333333333333333,3,Ruuz,7.0
1271,5.333333333333333,3,JPV852,6.0
1368,8.0,3,John Chard,9.0
1368,8.0,3,Wuchak,9.0
1368,8.0,3,Geronimo1967,6.0
1369,6.333333333333333,3,Social Justice Wendy,6.0
1369,6.333333333333333,3,John Chard,7.0
1369,6.333333333333333,3,Wuchak,6.0
1408,6.333333333333333,3,talisencrw,7.0
1408,6.333333333333333,3,Wuchak,5.0
1408,6.333333333333333,3,John Chard,7.0
1491,8.833333333333334,3,GeekMasher,9.5
1491,8.833333333333334,3,John Chard,8.0
1491,8.833333333333334,3,JPV852,9.0
1562,6.75,4,tanty,4.0
1562,6.75,4,talisencrw,8.0
1562,6.75,4,John Chard,8.0
1562,6.75,4,Ruuz,7.0
1574,7.5,4,Wuchak,7.0
1574,7.5,4,TheMovieGuru1993,9.0
1574,7.5,4,Geronimo1967,7.0
1574,7.5,4,Geronimo1967,7.0
1576,7.333333333333333,3,repojack,8.0
1576,7.333333333333333,3,JPV852,6.0
1576,7.333333333333333,3,Kamurai,8.0
1585,9.0,3,barrymost,10.0
1585,9.0,3,narrator56,9.0
1585,9.0,3,r96sk,8.0
1586,6.333333333333333,3,John Chard,6.0
1586,6.333333333333333,3,Rangan,6.0
1586,6.333333333333333,3,Kamurai,7.0
1621,8.0,3,John Chard,8.0
1621,8.0,3,JPV852,8.0
1621,8.0,3,Peter89Spencer,8.0
1685,8.0,4,Potential Kermode,10.0
1685,8.0,4,Wuchak,8.0
1685,8.0,4,nutshell,7.0
1685,8.0,4,r96sk,7.0
1687,7.333333333333333,3,Potential Kermode,6.0
1687,7.333333333333333,3,r96sk,8.0
1687,7.333333333333333,3,r96sk,8.0
1705,6.0,3,IanBeale,8.0
1705,6.0,3,John Chard,4.0
1705,6.0,3,r96sk,6.0
1724,6.333333333333333,3,Ruuz,6.0
1724,6.333333333333333,3,tmdb44006625,6.0
1724,6.333333333333333,3,r96sk,7.0
1726,8.333333333333334,6,izgzhen,0.0
1726,8.333333333333334,6,Ruuz,8.0
1726,8.333333333333334,6,tmdb44006625,8.0
1726,8.333333333333334,6,ThePeruvianPost,8.0
1726,8.333333333333334,6,ThePeruvianPost,8.0
1726,8.333333333333334,6,r96sk,9.0
1726,8.333333333333334,6,FilipeManuelNeto,9.0
1734,5.666666666666667,3,Ruuz,6.0
1734,5.666666666666667,3,Wuchak,4.0
1734,5.666666666666667,3,John Chard,7.0
1735,4.333333333333333,3,Ruuz,3.0
1735,4.333333333333333,3,John Chard,4.0
1735,4.333333333333333,3,Wuchak,6.0
1738,6.0,3,Ruuz,4.0
1738,6.0,3,Kamurai,8.0
1738,6.0,3,JPV852,6.0
1771,7.916666666666667,6,xenocast,8.5
1771,7.916666666666667,6,Ruuz,8.0
1771,7.916666666666667,6,PolyWogg,8.0
1771,7.916666666666667,6,tmdb44006625,7.0
1771,7.916666666666667,6,JPV852,7.0
1771,7.916666666666667,6,r96sk,9.0
1865,6.666666666666667,3,tanty,3.0
1865,6.666666666666667,3,waqas117,10.0
1865,6.666666666666667,3,John Chard,7.0
1885,8.25,4,John Chard,8.0
1885,8.25,4,Wuchak,9.0
1885,8.25,4,r96sk,7.0
1885,8.25,4,FilipeManuelNeto,9.0
1891,8.0,5,IanBeale,4.0
1891,8.0,5,mindfroth,10.0
1891,8.0,5,John Chard,10.0
1891,8.0,5,Wuchak,7.0
1891,8.0,5,r96sk,9.0
1892,8.0,3,John Chard,8.0
1892,8.0,3,Wuchak,7.0
1892,8.0,3,r96sk,9.0
1893,5.833333333333333,6,NeoBrowser,10.0
1893,5.833333333333333,6,CharlesTheBold,0.0
1893,5.833333333333333,6,Wuchak,6.0
1893,5.833333333333333,6,Ruuz,4.0
1893,5.833333333333333,6,r96sk,7.0
1893,5.833333333333333,6,sykobanana,5.0
1893,5.833333333333333,6,msbreviews,3.0
1894,5.75,4,NeoBrowser,10.0
1894,5.75,4,Ruuz,3.0
1894,5.75,4,r96sk,7.0
1894,5.75,4,msbreviews,3.0
1895,6.833333333333333,6,NeoBrowser,10.0
1895,6.833333333333333,6,PresidentPutin,5.0
1895,6.833333333333333,6,Ruuz,5.0
1895,6.833333333333333,6,r96sk,8.0
1895,6.833333333333333,6,sykobanana,7.0
1895,6.833333333333333,6,msbreviews,6.0
1930,6.375,4,tmdb23365124,5.5
1930,6.375,4,Dark Jedi,6.0
1930,6.375,4,John Chard,7.0
1930,6.375,4,Geronimo1967,7.0
1949,8.666666666666666,3,John Chard,9.0
1949,8.666666666666666,3,msbreviews,8.0
1949,8.666666666666666,3,JPV852,9.0
1965,7.333333333333333,3,John Chard,7.0
1965,7.333333333333333,3,John Chard,7.0
1965,7.333333333333333,3,JPV852,8.0
1966,5.0,3,Dark Jedi,2.0
1966,5.0,3,John Chard,7.0
1966,5.0,3,Wuchak,6.0
1991,7.75,4,talisencrw,9.0
1991,7.75,4,tmdb23156637,0.0
1991,7.75,4,Wuchak,6.0
1991,7.75,4,John Chard,9.0
1991,7.75,4,themoviediorama,7.0
2034,8.333333333333334,3,Bazzjazz,9.0
2034,8.333333333333334,3,Wuchak,8.0
2034,8.333333333333334,3,r96sk,8.0
2055,9.333333333333334,3,John Chard,10.0
2055,9.333333333333334,3,John Chard,10.0
2055,9.333333333333334,3,Wuchak,8.0
2059,7.0,3,Ruuz,5.0
2059,7.0,3,JPV852,8.0
2059,7.0,3,Wuchak,8.0
2080,4.333333333333333,3,tanty,3.0
2080,4.333333333333333,3,tmdb44006625,3.0
2080,4.333333333333333,3,r96sk,7.0
2082,6.0,3,tmdb17996075,4.0
2082,6.0,3,Ruuz,7.0
2082,6.0,3,Dark Jedi,7.0
2112,7.5,3,John Chard,8.5
2112,7.5,3,RMoore35,8.0
2112,7.5,3,Wuchak,6.0
2163,6.0,3,CRCulver,2.0
2163,6.0,3,John Chard,8.0
2163,6.0,3,JPV852,8.0
2323,7.0,3,John Chard,9.0
2323,7.0,3,Wuchak,6.0
2323,7.0,3,narrator56,6.0
2636,5.0,3,Ruuz,4.0
2636,5.0,3,Wuchak,6.0
2636,5.0,3,JPV852,5.0
2655,6.25,4,John Chard,7.0
2655,6.25,4,Wuchak,6.0
2655,6.25,4,RMoore35,6.0
2655,6.25,4,Geronimo1967,6.0
2668,7.25,4,Dark Jedi,6.0
2668,7.25,4,John Chard,8.0
2668,7.25,4,Kamurai,6.0
2668,7.25,4,Wuchak,9.0
3035,7.5,4,Dsnake1,8.0
3035,7.5,4,John Chard,9.0
3035,7.5,4,Ruuz,5.0
3035,7.5,4,JPV852,8.0
3036,6.333333333333333,3,DRDMovieMusings,8.0
3036,6.333333333333333,3,Wuchak,7.0
3036,6.333333333333333,3,DocTerminus,4.0
3170,6.333333333333333,3,Ruuz,4.0
3170,6.333333333333333,3,insidemovies84,8.0
3170,6.333333333333333,3,Geronimo1967,7.0
3604,7.333333333333333,3,tmdb27219454,8.0
3604,7.333333333333333,3,JPV852,7.0
3604,7.333333333333333,3,Geronimo1967,7.0
3980,6.5,4,Ruuz,7.0
3980,6.5,4,dalboz,6.0
3980,6.5,4,dalboz,6.0
3980,6.5,4,Kamurai,7.0
4488,7.2,5,tmdb17996075,8.0
4488,7.2,5,inaneswine,4.0
4488,7.2,5,Ruuz,7.0
4488,7.2,5,Wuchak,9.0
4488,7.2,5,JPV852,8.0
4513,7.333333333333333,3,Ruuz,8.0
4513,7.333333333333333,3,wogsurfer,8.0
4513,7.333333333333333,3,RMoore35,6.0
4970,6.666666666666667,3,John Chard,6.0
4970,6.666666666666667,3,r96sk,7.0
4970,6.666666666666667,3,Kamurai,7.0
5176,9.0,3,John Chard,8.0
5176,9.0,3,Wuchak,9.0
5176,9.0,3,sykobanana,10.0
5236,7.0,5,tanty,7.0
5236,7.0,5,microscope,1.0
5236,7.0,5,Ruuz,8.0
5236,7.0,5,John Chard,9.0
5236,7.0,5,niyumard,10.0
5255,7.666666666666667,3,Wuchak,5.0
5255,7.666666666666667,3,Peter89Spencer,10.0
5255,7.666666666666667,3,narrator56,8.0
5548,8.0,4,Ruuz,8.0
5548,8.0,4,John Chard,9.0
5548,8.0,4,JPV852,9.0
5548,8.0,4,Geronimo1967,6.0
5876,8.666666666666666,3,slayrrr666,8.0
5876,8.666666666666666,3,John Chard,8.0
5876,8.666666666666666,3,disasteroidd420,10.0
6114,6.666666666666667,3,J4stringthang,0.0
6114,6.666666666666667,3,tanty,8.0
6114,6.666666666666667,3,talisencrw,9.0
6114,6.666666666666667,3,John Chard,3.0
6466,7.0,3,Ruuz,7.0
6466,7.0,3,Ruuz,7.0
6466,7.0,3,Wuchak,7.0
6977,8.5,4,Netflowers,10.0
6977,8.5,4,TahaTMDb,9.0
6977,8.5,4,John Chard,9.0
6977,8.5,4,narrator56,6.0
6978,7.0,4,Dark Jedi,7.0
6978,7.0,4,Ruuz,6.0
6978,7.0,4,John Chard,8.0
6978,7.0,4,JPV852,7.0
7012,8.0,3,talisencrw,9.0
7012,8.0,3,znapper,8.0
7012,8.0,3,nutshell,7.0
7299,7.0,3,DanDare,5.0
7299,7.0,3,Ruuz,8.0
7299,7.0,3,John Chard,8.0
7443,7.666666666666667,3,talisencrw,9.0
7443,7.666666666666667,3,Ruuz,6.0
7443,7.666666666666667,3,r96sk,8.0
7555,8.333333333333334,3,JPV852,9.0
7555,8.333333333333334,3,Wuchak,9.0
7555,8.333333333333334,3,Geronimo1967,7.0
8077,7.666666666666667,6,WongKentir,6.0
8077,7.666666666666667,6,John Chard,8.0
8077,7.666666666666667,6,Charles Dance,9.0
8077,7.666666666666667,6,5rJoud,10.0
8077,7.666666666666667,6,r96sk,7.0
8077,7.666666666666667,6,Geronimo1967,6.0
8078,6.2,5,John Chard,6.0
8078,6.2,5,bestchallenger,5.0
8078,6.2,5,Wuchak,6.0
8078,6.2,5,r96sk,8.0
8078,6.2,5,Geronimo1967,6.0
8413,7.25,4,FarSky,0.0
8413,7.25,4,John Chard,7.0
8413,7.25,4,repojack,8.0
8413,7.25,4,repojack,8.0
8413,7.25,4,JPV852,6.0
8487,6.333333333333333,3,John Chard,5.0
8487,6.333333333333333,3,r96sk,8.0
8487,6.333333333333333,3,Peter89Spencer,6.0
8536,8.0,3,Potential Kermode,8.0
8536,8.0,3,John Chard,7.0
8536,8.0,3,Wuchak,9.0
8681,7.7,5,GeekMasher,9.5
8681,7.7,5,Dark Jedi,8.0
8681,7.7,5,kineticandroid,0.0
8681,7.7,5,Ruuz,6.0
8681,7.7,5,JPV852,8.0
8681,7.7,5,John Chard,7.0
8698,7.666666666666667,3,Anton2k,10.0
8698,7.666666666666667,3,r96sk,8.0
8698,7.666666666666667,3,Geronimo1967,5.0
8769,9.0,3,John Chard,8.0
8769,9.0,3,talisencrw,9.0
8769,9.0,3,DrewBlack,10.0
8810,7.75,4,John Chard,9.0
8810,7.75,4,Wuchak,7.0
8810,7.75,4,JPV852,8.0
8810,7.75,4,Geronimo1967,7.0
8814,5.666666666666667,3,tmdb47633491,5.0
8814,5.666666666666667,3,Ruuz,4.0
8814,5.666666666666667,3,Kamurai,8.0
8871,7.0,3,Kamurai,7.0
8871,7.0,3,Kamurai,7.0
8871,7.0,3,Peter89Spencer,7.0
8914,6.333333333333333,3,Ruuz,5.0
8914,6.333333333333333,3,Kamurai,8.0
8914,6.333333333333333,3,nairtejas,6.0
8922,6.333333333333333,3,VolcanoAl,0.0
8922,6.333333333333333,3,Ruuz,7.0
8922,6.333333333333333,3,John Chard,6.0
8922,6.333333333333333,3,RMoore35,6.0
8967,5.0,3,tanty,5.0
8967,5.0,3,CRCulver,6.0
8967,5.0,3,FilipeManuelNeto,4.0
9051,6.666666666666667,3,tanty,6.0
9051,6.666666666666667,3,katch22,7.0
9051,6.666666666666667,3,katch22,7.0
9276,6.333333333333333,3,Ruuz,7.0
9276,6.333333333333333,3,John Chard,7.0
9276,6.333333333333333,3,Wuchak,5.0
9286,5.333333333333333,3,John Chard,7.0
9286,5.333333333333333,3,Dark Jedi,4.0
9286,5.333333333333333,3,Wuchak,5.0
